reference,read_count
A0A2E1W5V3|UNREVIEWED|DIHYDROFOLATE,2
A0A4V2RQX3_9BACT,2
2731783780,2
2811934317,2
A0A1I7VE22_LOALO,2
A0A0M4HFU7|UNREVIEWED|DIHYDROFOLATE,2
A0A1J5KL49|UNREVIEWED|DIHYDROFOLATE,2
Q03F97~cp3,2
A0A1H7WIN1|UNREVIEWED|DIHYDROFOLATE,2
A0A7Y2JUS8|UNREVIEWED|DIHYDROFOLATE,2
2524675673,2
A0A7X7FYW4|UNREVIEWED|DIHYDROFOLATE,2
2711064401,2
A0A3S0FYA0|UNREVIEWED|DIHYDROFOLATE,2
A0A059X1C0|UNREVIEWED|DIHYDROFOLATE,2
P0ABQ4_folA_gremlin-smooth_v2~cp6,2
A0A6H5IP36_9HYME,2
A0A510XBX3_9GAMM,2
A0A220VED3_9GAMM,2
A0A382G9H2|UNREVIEWED|DIHYDROFOLATE,2
A0A6N6PMS1|UNREVIEWED|DIHYDROFOLATE,2
A0A1F5J8P5|UNREVIEWED|DIHYDROFOLATE,2
A0A254TAV2_9BURK,2
B6YRF0_AZOPC,2
A0A6B3W232_9BACI,2
A0A847HRP2|UNREVIEWED|DIHYDROFOLATE,2
A0A6N9T6S0|UNREVIEWED|DIHYDROFOLATE,2
2619831903,2
2792342076,2
A0A2K9J923|UNREVIEWED|DIHYDROFOLATE,2
A0A7Y1XMT2|UNREVIEWED|DIHYDROFOLATE,2
2928115392,2
A0A3P4B3E4_9BURK,2
A0A2D7U1H1|UNREVIEWED|DIHYDROFOLATE,2
2887251120,2
2911189900,2
2921973416,2
A0A7W1CBD2|UNREVIEWED|DIHYDROFOLATE,2
A0A1Q3YZ37|UNREVIEWED|DIHYDROFOLATE,2
2836479163,2
A0A6C0AYG0|UNREVIEWED|DIHYDROFOLATE,2
A0A6N7DSH8|UNREVIEWED|DIHYDROFOLATE,2
A0A2E8YWV5|UNREVIEWED|DIHYDROFOLATE,2
A0A2N9YFT7|UNREVIEWED|DIHYDROFOLATE,2
A0A7Z0RRP1|UNREVIEWED|DIHYDROFOLATE,2
A0A846FHC1|UNREVIEWED|DIHYDROFOLATE,2
Q2FV99_SNUT~cp3,2
A0A662BM38|UNREVIEWED|DIHYDROFOLATE,2
A0A059WV91|UNREVIEWED|DIHYDROFOLATE,2
A0A433Y629_9BACL,2
A0A3S5JR42|UNREVIEWED|DIHYDROFOLATE,2
A0A4R6TJP1_9FLAO,2
A0A6M3GZS6|UNREVIEWED|DIHYDROFOLATE,2
A0A451DAP0|UNREVIEWED|DIHYDROFOLATE,2
A0A2A5W5B3|UNREVIEWED|DIHYDROFOLATE,2
2710912467,2
A0A3D6BFN9|UNREVIEWED|DIHYDROFOLATE,2
2786023175,2
A0A2C9K691|UNREVIEWED|DIHYDROFOLATE,2
2639386931,2
A0A7V6M0S7|UNREVIEWED|DIHYDROFOLATE,2
A0A1Q7NG19|UNREVIEWED|DIHYDROFOLATE,2
A0A7T9DBL5|UNREVIEWED|DIHYDROFOLATE,2
A0A1Y6BMT9_9PROT,2
A0A7D6CS37|UNREVIEWED|DIHYDROFOLATE,2
A0A839JUB6|UNREVIEWED|DIHYDROFOLATE,2
A0A7U0GBH0|UNREVIEWED|DIHYDROFOLATE,2
A0A3D2HFC4|UNREVIEWED|DIHYDROFOLATE,2
A0A1H9JV29_9SPHI,2
2835789782,2
2889505372,2
A0A2E4D427|UNREVIEWED|DIHYDROFOLATE,2
644720459,2
A0A1D9P3T3_9FIRM,2
A0A059X579|UNREVIEWED|DIHYDROFOLATE,2
A0A6B1ANJ8|UNREVIEWED|DIHYDROFOLATE,2
2710079654,2
A0A6N8X9K6|UNREVIEWED|DIHYDROFOLATE,2
2913600100,2
A0A1I7NWC9_9RHIZ,2
2799750784,2
A0A437PU15_9BACT,2
2890787882,2
2582838897,2
A0A497P2F1|UNREVIEWED|DIHYDROFOLATE,2
2806846102,2
2809176445,2
P0ABQ4_M20I~cp1,2
2705690914,2
2830509697,2
A0A4Y6IB74_9GAMM,2
A0A2M8FUA6|UNREVIEWED|DIHYDROFOLATE,2
P0ABQ4_folA_esm1b-from-right_v1~cp4,2
A0A7V7T3E7|UNREVIEWED|DIHYDROFOLATE,2
2919705255,2
A0A514JA14|UNREVIEWED|DIHYDROFOLATE,2
2710349276,2
2558349991,2
A0A523G9Y7|UNREVIEWED|DIHYDROFOLATE,2
A0A059X6K1|UNREVIEWED|DIHYDROFOLATE,2
2522302689,2
A0A1M5TZ49_9BACT,2
A0A8F9TWW6|UNREVIEWED|DIHYDROFOLATE,2
2524574677,2
2791328341,2
A0A223LH39|UNREVIEWED|DIHYDROFOLATE,2
A0A3B0YZK5|UNREVIEWED|DIHYDROFOLATE,2
A0A562L548_9GAMM,2
A0A519C2G1|UNREVIEWED|DIHYDROFOLATE,2
A0A0H4VVT2_9SPHN,2
A0A1B9MZI9|UNREVIEWED|DIHYDROFOLATE,2
A0A1H1AQG8|UNREVIEWED|DIHYDROFOLATE,2
R7PSS5_9FIRM,2
A0A182IGN4|UNREVIEWED|DIHYDROFOLATE,2
2784232699,2
P0ABQ4_folA_esm1b-mask-all_v1~cp1,2
A0A4Q3S511_9CAUL,2
A0A1I3YVF6_9CELL,2
A0A285X276|UNREVIEWED|DIHYDROFOLATE,2
A0A059WZ30|UNREVIEWED|DIHYDROFOLATE,2
A0A0Y0DBA9_9CAUD,2
2593256042,2
A0A0G0QX46|UNREVIEWED|DIHYDROFOLATE,2
F8SJN4_BPPA3,2
A0A0Q6KA36_9BRAD,2
A0A059WN43|UNREVIEWED|DIHYDROFOLATE,2
2820559429,2
A0A1B7LLN8|UNREVIEWED|DIHYDROFOLATE,2
2896340473,2
A0A2D7NT26|UNREVIEWED|DIHYDROFOLATE,2
A0A371AWJ0_9FIRM,2
A0A2N1QKE5|UNREVIEWED|DIHYDROFOLATE,2
R6TWV3_9FIRM,2
2711253479,2
A0A6N4THI5|UNREVIEWED|DIHYDROFOLATE,2
A0A061NNT3|UNREVIEWED|DIHYDROFOLATE,2
A0A6C0C5Q3|UNREVIEWED|DIHYDROFOLATE,2
A0A2D9IUX0|UNREVIEWED|DIHYDROFOLATE,2
A0A660L8F8_9ACTN,2
A0A158N7T2_ONCVO,2
S5YZE1|UNREVIEWED|DIHYDROFOLATE,2
P0ABQ4_R98P~cp3,2
A0A5C4T3I1_9BACL,2
P0ABQ4_W133V~cp3,2
A0A3A8YUB5_9BACT,2
A0A520MC28|UNREVIEWED|DIHYDROFOLATE,2
A0A350IYF7|UNREVIEWED|DIHYDROFOLATE,2
2612427008,2
2800632168,2
2815543581,2
A0A7X8DCR6|UNREVIEWED|DIHYDROFOLATE,1
2878026272,1
H2BWG8_9FLAO,1
A0A2N3WL16|UNREVIEWED|DIHYDROFOLATE,1
A0A2E0CIT9|UNREVIEWED|DIHYDROFOLATE,1
A0A484GBW4|UNREVIEWED|DIHYDROFOLATE,1
R5T096_9CLOT,1
A0A069EZB1|UNREVIEWED|DIHYDROFOLATE,1
A0A7Y3DT06|UNREVIEWED|DIHYDROFOLATE,1
A0A1C5VZ50|UNREVIEWED|DIHYDROFOLATE,1
2549876975,1
2800732790,1
A0A444PUT9_9MICO,1
A0A4Q6D6T6|UNREVIEWED|DIHYDROFOLATE,1
A0A3D9HWW9_9PROT,1
A0A432X7V6_9GAMM,1
A0A1W1XEI0_9NEIS,1
A0A0K8Q6T7|UNREVIEWED|DIHYDROFOLATE,1
2776560370,1
2919360569,1
P04174|REVIEWED|DIHYDROFOLATE,1
A0A5C7TI13|UNREVIEWED|DIHYDROFOLATE,1
A0A1G2EXN4|UNREVIEWED|DIHYDROFOLATE,1
A0A851HB18|UNREVIEWED|DIHYDROFOLATE,1
A0A2W7QVG5|UNREVIEWED|DIHYDROFOLATE,1
A0A847P8S9|UNREVIEWED|DIHYDROFOLATE,1
A0A5R8KG72_9BACT,1
A0A084U4F8_MYCIO,1
2673636138,1
A0A7X2IXG2|UNREVIEWED|DIHYDROFOLATE,1
A0A7S9YWT4|UNREVIEWED|DIHYDROFOLATE,1
A0A6G7Y3S2_9ACTN,1
A0A2S8F714|UNREVIEWED|DIHYDROFOLATE,1
A0A1S1FIL8|UNREVIEWED|DIHYDROFOLATE,1
2812959588,1
2901254589,1
A0A379B202|UNREVIEWED|DIHYDROFOLATE,1
A0A812V6N0|UNREVIEWED|DIHYDROFOLATE,1
2829091202,1
A0A0R2S193|UNREVIEWED|DIHYDROFOLATE,1
A0A3D3VWQ8|UNREVIEWED|DIHYDROFOLATE,1
A0A3D2CMY4|UNREVIEWED|DIHYDROFOLATE,1
2820400055,1
2800509561,1
2885706708,1
A0A7Z9H7Y7|UNREVIEWED|DIHYDROFOLATE,1
A0A1G9B029_9FLAO,1
A0A357EZU4|UNREVIEWED|DIHYDROFOLATE,1
A0A059WQY8|UNREVIEWED|DIHYDROFOLATE,1
A0A0K8QKE0_9GAMM,1
F0SAH7_PSESL,1
A0A1F3SRW3|UNREVIEWED|DIHYDROFOLATE,1
A0A2N4X7K0_9BACT,1
2800174806,1
2714086351,1
A0A4R6B5E7|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_P21Q~cp3,1
2800380235,1
2923493471,1
A0A448KK96|UNREVIEWED|DIHYDROFOLATE,1
A0A7W2FXM0|UNREVIEWED|DIHYDROFOLATE,1
A0A521HB97|UNREVIEWED|DIHYDROFOLATE,1
A0A2D6MJG5|UNREVIEWED|DIHYDROFOLATE,1
A0A2D9XQ57|UNREVIEWED|DIHYDROFOLATE,1
A0A8H6BGB1|UNREVIEWED|UNCHARACTERIZED,1
A0A7Y2N6B3|UNREVIEWED|DIHYDROFOLATE,1
2523529137,1
A0A143WSW4_9ENTR,1
2525376897,1
Q03Y56~cp3,1
2800913771,1
A0A7Y8F5K9|UNREVIEWED|DIHYDROFOLATE,1
2791876149,1
A0A0D0JQ94_9NOCA,1
A0A506UI30_9RHIZ,1
V4XZM1_9ARCH,1
A0A2W7QZA1|UNREVIEWED|DIHYDROFOLATE,1
A0A2E1CNS8|UNREVIEWED|DIHYDROFOLATE,1
2509599858,1
A0A6S6P7Y3|UNREVIEWED|DIHYDROFOLATE,1
2800982720,1
A0A2E4EBJ8|UNREVIEWED|DIHYDROFOLATE,1
W7UTZ5|UNREVIEWED|DIHYDROFOLATE,1
A0A1R4FYW0_9ACTO,1
A0A4Q5XY73|UNREVIEWED|DIHYDROFOLATE,1
A0A172TT10_9BACT,1
2742294513,1
A0A3M7TPP9_9BACI,1
2620671373,1
A0A8I0BBV9|UNREVIEWED|DIHYDROFOLATE,1
A0A661YQ50|UNREVIEWED|DIHYDROFOLATE,1
2871068395,1
A0A0S2TGI3_9GAMM,1
A0A840KR30|UNREVIEWED|DIHYDROFOLATE,1
2881946920,1
A0A2E2VSP0|UNREVIEWED|DIHYDROFOLATE,1
A0A0S2I0B4_9BACT,1
A0A2E6N449|UNREVIEWED|DIHYDROFOLATE,1
A0A2E2Y1U7|UNREVIEWED|DIHYDROFOLATE,1
A0A0Q4H3K5_9MICO,1
A0A4P8IXA7_9BURK,1
A0A812LK46|UNREVIEWED|DIHYDROFOLATE,1
A0A0R1JPK5_9LACO,1
2795516394,1
2800131422,1
A0A2K5ILU5_COLAP,1
2836933431,1
2522992555,1
A0A1F3C3U7|UNREVIEWED|DIHYDROFOLATE,1
A0A288QAS4_9LACO,1
A0A217ER00_9CAUD,1
2520640535,1
2724649437,1
E0TIA9_PARBH,1
Q3JEI1~cp2,1
A0A4R6MT41|UNREVIEWED|DIHYDROFOLATE,1
A0A0B8WWU2|UNREVIEWED|DIHYDROFOLATE,1
A0A847CCL0|UNREVIEWED|DIHYDROFOLATE,1
A0A7W7D1Y6|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_L54I~cp6,1
A0A518LPM1_9BACT,1
H3NNZ2_9FIRM,1
A0A059XBD7|UNREVIEWED|DIHYDROFOLATE,1
2663982392,1
A0A8E1ZUT0|UNREVIEWED|DIHYDROFOLATE,1
A0A1F7Z2J0|UNREVIEWED|DIHYDROFOLATE,1
A0A1Q6M7C0|UNREVIEWED|DIHYDROFOLATE,1
A0A7W6MNU9|UNREVIEWED|DIHYDROFOLATE,1
G5ZWT4_9PROT,1
A0A5C5E7W7|UNREVIEWED|DIHYDROFOLATE,1
A0A316LCX2|UNREVIEWED|DIHYDROFOLATE,1
A0A1T4SGG9_9GAMM,1
Q03Y56~cp5,1
A0A497D5R7|UNREVIEWED|DIHYDROFOLATE,1
A0A398B8X2_9BACI,1
A0A6C0CLC6|UNREVIEWED|DIHYDROFOLATE,1
A0A671G3C0_RHIFE,1
2650301626,1
A0A2N1QBM1|UNREVIEWED|DIHYDROFOLATE,1
2814139448,1
A0A378ZZ57|UNREVIEWED|DIHYDROFOLATE,1
A0A7X7V5G7|UNREVIEWED|DIHYDROFOLATE,1
A0A4V3EPI7_9GAMM,1
2923643481,1
P0ABQ4_folA_WT_v1~cp6,1
P38505~cp4,1
A0A557PDC0|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_W22H~cp6,1
A0A2W1UFV0|UNREVIEWED|DIHYDROFOLATE,1
2800949171,1
A0A2G6G829|UNREVIEWED|DIHYDROFOLATE,1
E1SLL4_FERBD,1
2582899257,1
A0A6I4I8D6_9SPHI,1
A0A2E1MZ53|UNREVIEWED|DIHYDROFOLATE,1
A0A1G0BY41|UNREVIEWED|DIHYDROFOLATE,1
A0A1S1Y0M3_9GAMM,1
A0A059WYJ8|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_P21Q~cp7,1
A0A7W5DPB1|UNREVIEWED|DIHYDROFOLATE,1
2881903039,1
A0A847XBP6|UNREVIEWED|DIHYDROFOLATE,1
A0A523DZV7|UNREVIEWED|DIHYDROFOLATE,1
A0A520DDI0|UNREVIEWED|DIHYDROFOLATE,1
2619675141,1
2820695568,1
A0A4R9A8T6|UNREVIEWED|DIHYDROFOLATE,1
A0A059X7D7|UNREVIEWED|DIHYDROFOLATE,1
A0A7K1SYA2|UNREVIEWED|DIHYDROFOLATE,1
A0A497DSU1|UNREVIEWED|DIHYDROFOLATE,1
G0QDT6_NANSJ,1
2800000080,1
2692898190,1
A0A059XCL5|UNREVIEWED|DIHYDROFOLATE,1
A0A8D0G572|UNREVIEWED|UNCHARACTERIZED,1
2757602870,1
2516620401,1
A0A3R6TVW7|UNREVIEWED|DIHYDROFOLATE,1
2790327365,1
2893981374,1
2789212950,1
M7AXP5_CHEMY,1
A0A1G6NS37_9MICO,1
A0A2N2X0V6|UNREVIEWED|DIHYDROFOLATE,1
A0A357L6J1|UNREVIEWED|DIHYDROFOLATE,1
A0A2P2F8B8_9FIRM,1
F8ESJ4|UNREVIEWED|DIHYDROFOLATE,1
A0A522LVM2|UNREVIEWED|DIHYDROFOLATE,1
A0A373JCP5|UNREVIEWED|DIHYDROFOLATE,1
2800834872,1
A0A525I9N2|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_F31Y.G121V~cp6,1
A0A059X585|UNREVIEWED|DIHYDROFOLATE,1
A0A2T0WG85|UNREVIEWED|DIHYDROFOLATE,1
A0A1V5MFJ0|UNREVIEWED|DIHYDROFOLATE,1
A0A3N7FDL6|UNREVIEWED|DIHYDROFOLATE,1
A0A838RRH6|UNREVIEWED|DIHYDROFOLATE,1
A0A2A4U2K9|UNREVIEWED|DIHYDROFOLATE,1
A0A2E8BBW2|UNREVIEWED|DIHYDROFOLATE,1
A0A2D6RKU2|UNREVIEWED|DIHYDROFOLATE,1
2888586954,1
A0A399WH95|UNREVIEWED|DIHYDROFOLATE,1
P0ABQ4_P21L.A26T~cp3,1
P0ABQ4_L28R~cp9,1
A0A7G1KGS6|UNREVIEWED|DIHYDROFOLATE,1
A0A2E5QCK9|UNREVIEWED|DIHYDROFOLATE,1
A0A2S9JN12_9SPHI,1
2910187537,1
2795578300,1
A0A2E0FII6|UNREVIEWED|DIHYDROFOLATE,1
A0A3D4S7B4|UNREVIEWED|DIHYDROFOLATE,1
A0A1V3TV63_9PAST,1
A0A2E0GUX2|UNREVIEWED|DIHYDROFOLATE,1
A0A1T4V4S2_9FIRM,1
A0A1F3VE79|UNREVIEWED|DIHYDROFOLATE,1
2828955822,1
A0A6I4SIF5|UNREVIEWED|DIHYDROFOLATE,1
A0A8F5F659|UNREVIEWED|DIHYDROFOLATE,1
A0A7C6U2T6|UNREVIEWED|DIHYDROFOLATE,1
A0A7Y1Y600|UNREVIEWED|DIHYDROFOLATE,1
2838167135,1
A0A8C2SLL9|UNREVIEWED|DIHYDROFOLATE,1
A0A143WVX2_9FIRM,1
A0A5C4RY46_9GAMM,1
2830521783,1
A0A0G1SL40|UNREVIEWED|DIHYDROFOLATE,1
A0A4V1UFP2|UNREVIEWED|DIHYDROFOLATE,1
A0A6C0M153|UNREVIEWED|DIHYDROFOLATE,1
A0A059WRA4|UNREVIEWED|DIHYDROFOLATE,1
A0A5R9KA09|UNREVIEWED|DIHYDROFOLATE,1
A0A1H6IF73_9EURY,1
A0A2P8HKC6_9BACT,1
A0A7X8E2S5|UNREVIEWED|DIHYDROFOLATE,1
A0A133XQT9_9BACT,1
A0A1L8N1H8|UNREVIEWED|DIHYDROFOLATE,1
A0A2W1LF66_9BACL,1
A0A2E3RK74|UNREVIEWED|DIHYDROFOLATE,1
A0A059WVP7|UNREVIEWED|DIHYDROFOLATE,1
A0A3B1ALI3|UNREVIEWED|DIHYDROFOLATE,1
A0A401FLD9|UNREVIEWED|DIHYDROFOLATE,1
A0A2W4S5Z7|UNREVIEWED|DIHYDROFOLATE,1
A0A519HLG0|UNREVIEWED|DIHYDROFOLATE,1
A0A1B4XX05_9CAUD,1
A0A059X3Z1|UNREVIEWED|DIHYDROFOLATE,1
C6XT74_PEDHD,1
2739859215,1
A0A0I9TNZ2|UNREVIEWED|DIHYDROFOLATE,1
A0A1L3MLQ1_9MICO,1
A0A1Z9Y6D2|UNREVIEWED|DIHYDROFOLATE,1
2828829663,1
2527121545,1
A0A059WQP7|UNREVIEWED|DIHYDROFOLATE,1
A0A0A0EHD3_9RHOB,1
A0A7W2TX37|UNREVIEWED|DIHYDROFOLATE,1
A0A7C6J201|UNREVIEWED|DIHYDROFOLATE,1
A0A1D6X864_9CAUD,1
Q59487~cp3,1
A0A7Z0KYN5|UNREVIEWED|DIHYDROFOLATE,1
A0A4Y8IQQ7_9BACI,1
A0A6C0BU95|UNREVIEWED|DIHYDROFOLATE,1
A0A1G1AQV3|UNREVIEWED|DIHYDROFOLATE,1
A0A2M6YU70|UNREVIEWED|DIHYDROFOLATE,1
A0A2S2E009_9ALTE,1
A0A1T4VQJ1_9FIRM,1
A0A5B7SPL3_9FLAO,1
Q1H2G1_METFK,1
A0A4Y9EP48_9SPHN,1
P0ABQ4_D27E~cp8,1
A0A059XA48|UNREVIEWED|DIHYDROFOLATE,1
A0A1F8QML1|UNREVIEWED|DIHYDROFOLATE,1
A0A7T2Y9M3|UNREVIEWED|DIHYDROFOLATE,1
A0A059XAZ0|UNREVIEWED|DIHYDROFOLATE,1
A0A351IZ83|UNREVIEWED|DIHYDROFOLATE,1
A0A7U6QI12|UNREVIEWED|DIHYDROFOLATE,1
A0A2N2Z070|UNREVIEWED|DIHYDROFOLATE,1
A0A6C0CQW3|UNREVIEWED|DIHYDROFOLATE,1
2830821605,1
A0A4R6SRM7_9SPHI,1
B3QZX1_PHYMT,1
A0A7X7BW30|UNREVIEWED|DIHYDROFOLATE,1
A0A4S1ZJ02|UNREVIEWED|DIHYDROFOLATE,1
A0A1L5F8N7|UNREVIEWED|DIHYDROFOLATE,1
A0A059XEK6|UNREVIEWED|DIHYDROFOLATE,1
A0A3C1LP07|UNREVIEWED|DIHYDROFOLATE,1
2913517805,1
A0A2E5CU36|UNREVIEWED|DIHYDROFOLATE,1
2711136627,1
A0A848ZLY4|UNREVIEWED|DIHYDROFOLATE,1
A0A3N5R8G3|UNREVIEWED|DIHYDROFOLATE,1
A0A356L5H4|UNREVIEWED|DIHYDROFOLATE,1
A0A4Q9RD63_9PSED,1
A0A7Y3P320|UNREVIEWED|DIHYDROFOLATE,1
A0A511VBJ4_9BACL,1
A0A7X8KCD9|UNREVIEWED|DIHYDROFOLATE,1
2548889874,1
2752663537,1
A0A3B0VUL2|UNREVIEWED|DIHYDROFOLATE,1
A0A2W1NSI5_9BACL,1
2791959334,1
A0A0S8BG92|UNREVIEWED|DIHYDROFOLATE,1
A0A177QPX6_9GAMM,1
A0A1V5HPW9|UNREVIEWED|DIHYDROFOLATE,1
A0A3D5FG90|UNREVIEWED|DIHYDROFOLATE,1
C8WAC3_ATOPD,1
2895327447,1
2917590225,1
A0A2M6X6R0|UNREVIEWED|DIHYDROFOLATE,1
A0A024QC49_9BACI,1
A0A6P1DD16|UNREVIEWED|DIHYDROFOLATE,1
A0A1Z8RKX6|UNREVIEWED|DIHYDROFOLATE,1
A0A1Z8QG66|UNREVIEWED|DIHYDROFOLATE,1
A0A5B9WL15|UNREVIEWED|DIHYDROFOLATE,1
2830665319,1
A0A3D0EW80|UNREVIEWED|DIHYDROFOLATE,1
A0A059XF99|UNREVIEWED|DIHYDROFOLATE,1
A0A1J5R1U2|UNREVIEWED|DIHYDROFOLATE,1
A0A1K1UJT5_9BACL,1
A0A1H2DWJ6_9BACT,1
A4B9F5_9GAMM,1
A0A0L0LMH6|UNREVIEWED|DIHYDROFOLATE,1
2820221756,1
2795490856,1
A0A1L7I5A6_9FLAO,1
A0A5C1YCL0_9MICO,1
2870865014,1
A0A1V4DF05|UNREVIEWED|DIHYDROFOLATE,1
2813755442,1
C2FFQ7~cp2,1
A0A1I8B814|UNREVIEWED|DIHYDROFOLATE,1
2756380898,1
A0A0G0D7R0|UNREVIEWED|DIHYDROFOLATE,1
A0A7W8MAD1|UNREVIEWED|DIHYDROFOLATE,1
A0A1S2RD42_9BACI,1
A0A842HK16|UNREVIEWED|DIHYDROFOLATE,1
A0A4Q4IGP6_9BACL,1
A0A1I7KJB4_9BURK,1
A1WYQ0_HALHL,1
2716959947,1
2901235668,1
A0A0C5B711|UNREVIEWED|DIHYDROFOLATE,1
A0A8B1YR79|UNREVIEWED|DIHYDROFOLATE,1
A0A520W9C2|UNREVIEWED|DIHYDROFOLATE,1
A0A2G6GBI4|UNREVIEWED|DIHYDROFOLATE,1
A0A0R2JQH7|UNREVIEWED|DIHYDROFOLATE,1
A0A2D5KFM9|UNREVIEWED|DIHYDROFOLATE,1
χPf_Plasmodium_falciparum_SLDMKYFCAV~cp1,1
